id,question
156,Why might some find THORSwap's decision to pause its web interface somewhat understandable amidst recent crackdowns on mixing services by certain jurisdictions?
156,Who had been consulted by THORSwap in making this decision and what were their roles?
156,Why did THORSwap take its web interface into maintenance mode?
157,What is the source and date of the information about BigWhale's $1.5 million loss?
157,"Besides legal measures, what other resources does BigWhale claim they have at their disposal to address this issue?"
157,What statement did BigWhale make regarding legal liability for refunding investors' losses due to the incident?
157,What specific action did BigWhale promise to take after the incident related to their stolen funds?
157,Who was the affected stakeholder in this incident (from the hack or scam) at BigWhale project?
158,How does the $191 million in possible losses from JPEX compare with the largest financial fraud case in Hong Kong's history?
158,Are the individuals taken in for questioning likely to be central figures in the JPEX fraud case?
158,"Who were among the eleven people taken in for questioning in relation to JPEX, and what is their role suspected to be?"
158,What is the total amount of cryptocurrency losses reported to the police regarding JPEX exchange?
158,Who are the leaders of the JPEX project accused of financial fraud?
159,How did the exploitation of this bug lead to the suspension of Aptos transactions?
159,"Was this incident a bug, hack or scam?"
159,"Once identified, how did Upbit rectify or patch the issue to reenable Aptos transactions?"
159,What prevented a large-scale loss due to redeeming fake Aptos tokens as real on Upbit exchange?
159,What was the nature of the bug in Upbit's system that led to the acceptance of counterfeit Aptos tokens?
160,How did the hacker manage to exploit the security vulnerability that led to the hack?
160,Why did Huobi pay a bounty for the return of the funds?
160,"Who confirmed the hack, and what assurance did they give to customers?"
160,What did the hacker do two weeks after the incident?
160,When and how much was Huobi exchange (HTX) hacked on?
161,Was theMixin Network attack a centralized or decentralized hack?
161,"What percentage of stolen funds will Mixin compensate users directly, and what are 'tokenized liability claims'?"
161,What was the exact nature of the hack on Mixin Network's cloud service provider's database?
161,Why was Mixin's cloud service provider's database targeted if Mixin Network is supposed to be a decentralized network?
161,Is it safe to continue using Mixin Network after the announced suspension of deposits and withdrawals?
162,Can you elaborate on how the scam functioned and what promises were made to lure victims into providing their wallet details?
162,These types of phishing scams draw in tens of millions of dollars each month. What other actions can users take to protect themselves from falling victim to such fraudulent activities?
162,How does this type of scam typically deceive its victims? (Hint: Check if the growing balance on the platform is real)
162,"What is the estimated amount of Tether stolen in these types of scams since September 2021, according to one researcher?"
162,What cryptocurrency was involved in the phishing scam that led to a loss of over $4.4 million?
163,In what timeframe were the funds stolen after Balancer issued the warning?
163,"What was the vulnerability that was exploited in the earlier hack on August 22, 2023?"
163,Who was affected by the recent hack on Balancer's frontend?
163,"What amount of funds were stolen in the latest hack on September 19, 2023?"
163,"Was this the first incident of theft from Balancer in the past month? If not, when was the previous theft reported and how much was stolen?"
164,How did Remitano describe the source of the hack mentioned in the record?
164,What is the focus market of Remitano as indicated in the record?
164,How much of the stolen funds from the Remitano hack were frozen by Tether?
164,Which cryptocurrencies were stolen in the Remitano hack?
164,On which date did Remitano suffer a $2.7 million hack?
165,"Has Mark Cuban been a victim of similar incidents in the past? If yes, list them."
165,What did Mark Cuban suggest as the possible cause for the hack?
165,Is Mark Cuban currently involved in any legal actions related to his cryptocurrency activities?
165,On which date did the hack on Mark Cuban's wallet occur?
165,What cryptocurrencies were hacked from Mark Cuban's wallet?
166,Whom do outside researchers suggest are responsible for the hack on CoinEx?
166,Which geographical location does CoinEx operate from and what recent event has it been involved in regarding US customers?
166,What steps did CoinEx take after identifying the 'security incident' involving 'unauthorized transactions'?
166,Have there been any legal repercussions for CoinEx resulting from this hack?
166,"Who was the target of the recent hack, and what is the amount stolen?"
167,What actions has Remilia taken since the announcement of the theft to secure their financial assets and prevent future breaches?
167,"Who is the developer accused of stealing $1 million from Remilia, the DAO behind Milady NFTs?"
167,What were the methods used by the developer to divert fees and attempt to gain control of social media for Remilia?
167,Can you provide more details about the incident in which Charlotte Fang was involved in a 4chan suicide cult?
167,"Has a lawsuit been filed against the developer in connection with the theft and if so, where is it being litigated?"
168,"Where does the allegation that Fortress Trust's founder Scott Purcell stole trade secrets and other valuable material originate from, and what is the current status of that lawsuit?"
168,"What was the nature of the 'security incident' experienced by Fortress Trust in September 2023, as reported on September 11, 2023?"
168,"What was the outcome of the acquisition of Fortress Trust by Ripple, and did it involve covering any undisclosed losses to customers?"
168,Who was the third-party vendor involved in the compromise that impacted several Fortress Trust customers?
168,Who is the founder of Fortress Trust and what other companies has he been associated with?
169,What was the tweet that got posted on Vitalik Buterin's hacked Twitter account about?
169,Why is the incident involving Vitalik Buterin's hacked Twitter account considered a stark warning in the crypto world?
169,Who was the target audience of the crypto scam promoted through Vitalik's hacked account?
169,What was the specific exploit used to compromise Vitalik's Twitter account?
169,How much value in cryptocurrency and NFTs were stolen during this incident according to zachxbt?
170,Were any known crypto projects or promises of token airdrops used as bait in this phishing attack?
170,Have there been any repeated instances of similar cryptophishing incidents involving rETH and stETH wrapped versions of ETH in the past?
170,What was the total estimated value of the tokens stolen in this phishing incident involving rETH and stETH?
170,What types of tactics or strategies did the phisher use to lure victims into authorizing transactions on their websites?
170,Can you provide the wallet address(es) associated with the crypto phishing activity that led to the loss?
171,"According to the report, what evidence has led experts to believe the LastPass breach enabled access to stored crypto credentials?"
171,"What is the name of the password management tool that reportedly had its vaults stolen, containing data of over 25 million users?"
171,What is cybersecurity expert Brian Krebs's role in this incident as outlined in the report?
171,How much money (in USD) do experts estimate have been stolen due to the LastPass hack-enabled crypto thefts?
171,When did the lastPass breach occur according to this report?
172,"What was the name of the hacked defi casino, and on what blockchain platform was it based?"
172,How much Ether (ETH) was stolen in this exploit and what was the approximate value at the time of the hack?
172,"Was any portion of the stolen funds returned, and if so, how much Ether (ETH) was returned by the attacker?"
172,What was the reported cause of the GMBL.COMPUTER exploit according to the team responsible?
172,What steps did the GMBL team plan to take in response to this incident?
173,What actions do victims take when they're prompted to connect their MetaMask wallets on these fake sites?
173,What websites were compromised and modified to redirect users to scam sites pertaining to the MetaMask crypto wallet?
173,What type of assets can the scammers potentially steal from victims' MetaMask wallets once access is gained?
173,Who are the perpetrators attempting to target with this new approach of compromising government websites?
173,"Among the countries mentioned, which one had its Consumer Protection Agency website compromised in this scam?"
174,Which celebrity does Stake have an endorsement deal with and for how much was this deal valued?
174,"What was the amount stolen from each blockchain in the Stake hack? (ETH, BSC, Polygon)"
174,Has Stake acknowledged the attack on their Twitter account and provided any information about re-securing the wallets?
174,Who is attributing the Stake hack to - private key leak or a sophisticated breach targeting a transaction approval service?
174,Who is currently believed to be responsible for the Stake hack based on FBI's announcement?
175,Which cryptocurrency and corresponding value were stolen from Fraternidade Crypto's wallet?
175,What action did Fraternidade Crypto take immediately after realizing his mistake?
175,"How many NFTs were stolen from Fraternidade Crypto's wallet, and what was their estimated value?"
175,What event led to the loss of life savings for 'Fraternidade Crypto' in August 2023?
175,"Did Fraternidade Crypto recover the stolen cryptocurrencies and NFTs, and if so, which ones?"
176,Why did Balancer not execute a whitehat attack on their protocol to safeguard the vulnerable funds as suggested by MevRefund?
176,What is the vulnerability that led to the draining of $2.1 million from Balancer's DeFi project?
176,Are there any ongoing mitigation procedures in place to reduce risks related to this vulnerability?
176,How can users prevent further thefts from affected liquidity pools according to Balancer's advice?
176,What steps is Balancer taking to investigate and resolve the issue fully?
177,How did the attacker manage to compromise a Telegram account of a portfolio company founder?
177,"Which tokens were affected in the phishing scam, and what was the approximate value lost for each token?"
177,How did the attacker use permit phishing to execute the scam on SOL Big Brain?
177,What actions could have been taken by SOL Big Brain or the crypto community to prevent this loss?
177,What specific contract was set up by the attacker and how did it lead to the draining of SOL Big Brain's wallet?
178,"What effect did the allegations of theft or hack have on the $PEPE token price, and what was the percentage change in its value?"
178,Who made the transfer of over 16 trillion $PEPE tokens from the multisig wallet to crypto exchanges?
178,"Is there any evidence supporting or refuting these claims, or any official statement from the $PEPE team regarding this matter?"
178,Why did the PEPE team member claim that the transfers were theft by three of the project's other team members on the project's Twitter account?
178,"What changes were made to the multisig wallet security requirements, and who authorized these changes?"
179,Which law enforcement agency is currently working with the DEA to trace the theft in this case?
179,"What type of incident occurred where the U.S. Drug Enforcement Administration (DEA) erroneously sent $50,000 to a scammer?"
179,How did the scammer manage to steal the funds from the DEA?
179,What is the name of the tactic the scammer used in this case that often results in success due to the nature of crypto wallet addresses?
179,Why was it challenging for the DEA to recover the stolen funds after the incident?
180,What was the name of the token involved in the pump-and-dump scheme targeted at law enforcement officers?
180,"Regarding the separate investment scheme John DeSalvo operated through Facebook, what were the allegations made by the SEC about how he handled the gathered investments?"
180,"What actions was John DeSalvo accused of taking with the profits from his pump-and-dump scheme, including the purchase and sale of other crypto tokens?"
180,"Approximately how many investors were convinced to pour money into this scheme, and what was the total amount collected?"
180,"Regarding John DeSalvo's claims about a way for people to take payroll deductions to buy the token, what did he assert would be the guaranteed minimum return on investment?"
181,"How did the victim lose $900,000 in USDC?"
181,Why was the phishing website able to appear as a legitimate result for 'celer bridge' search?
181,What precautions should be taken to avoid falling victim to such Google Ad phishing attacks in the future?
181,What method was used to trick the victim into connecting their crypto wallet on a phishing website?
181,How can I confirm if a Google Ad or search result is genuine when looking for information about cryptocurrency projects?
182,What was the peak TVL that the Harbor Project reached previously?
182,How much funds did the exploit drain from the project pools according to Harbor's statement?
182,"Who announced the Harbor Protocol exploit on August 19, 2023?"
182,What was the initial and current Total Value Locked (TVL) of the project pre-and post-exploit?
182,What platform can I check the current TVL of the Harbor Protocol?
183,"What was the nature of the incident with the Terra website on August 19, 2023? "
183,How long were the services on Terra's official website disrupted due to the hijacking?
183,How did the compromised Terra website affect user wallets?
183,Is it possible to estimate the total amount of funds stolen during the Terra website hijacking incident?
183,Why did the Terra project advise against using their website even after claiming control over the situation?
184,How much Ethereum was siphoned from the Exactly Protocol during the attack?
184,What was the total value locked (TVL) in the Exactly Protocol before and after the hack?
184,What measures has the Exactly Protocol taken to prevent future attacks?
184,Where was the stolen Ether bridged after being siphoned from the Exactly Protocol?
184,Who were the four firms that audited the Exactly Protocol before the hack?
185,"Which cryptocurrencies were stolen from Mr. Stephens' hot wallet, and what was the total amount in US dollars?"
185,What triggered the email alert that prevented the theft of additional cryptocurrency from the cold wallet belonging to Mr. Stephens?
185,"What was the value (in US dollars) of approximately 80 BTC and 6,500 ETH that the attackers attempted to steal from Mr. Stephens' cold wallet?"
185,Who are the unknown individuals accused of the SIM swap hack on Blockchain Capital co-founder Bart Stephens?
185,Which specific actions by an as-yet-unknown individual(s) led to the SIM swap hack on Mr. Stephens?
186,Was the RocketSwap hack a result of brute force attack on a server storing private keys?
186,Should projects that have migrated from RocketSwap be concerned about the security of their funds?
186,Is there any recent update on the status of user funds on RocketSwap following the hack?
186,"Did RocketSwap announce any plans to compensate users affected by the theft? If so, what type of tokens will be airdropped?"
186,Approximately how much Ether (ETH) was stolen from the RocketSwap project in this hack?
187,"Which firms, Ackee and HashEx, audited the Zunami Protocol before the exploit?"
187,"Which decentralized finance (DeFi) project, Zunami Protocol, was exploited for over $2.1 million?"
187,What was the promised annual percentage yield (APY) that attracted users to the Zunami Protocol prior to the exploit?
187,In what manner were the funds stolen from the Zunami Protocol tumbled to obscure their origin?
187,"What type of attack was performed on the Zunami Protocol's primary pool, leading to the theft of 1,152 ETH?"
188,Which cryptocurrency wallets were affected by the 'Milksad' vulnerability disclosed in the Libbitcoin project?
188,What is the specific irresponsible implementation in the Libbitcoin project that led to the production of flawed private keys in multiple wallets?
188,Can you briefly describe the response of the Libbitcoin team to the disclosure of the 'Milksad' vulnerability by the Distrust security research firm?
188,How much estimated loss (in USD) was resultant from exploiting this vulnerability?
188,"What is the method used to brute-force the private keys in this attack, and how long does it take on an average gaming PC?"
189,Which tokens were stolen from the victim who applied for a beta testing job in a play-to-earn crypto game and received malware instead?
189,What type of scam is targeting web3 job-interested individuals through dedicated portals?
189,"Why did the scammed user mention their love for Web3, its technology, and people while describing their experience?"
189,"Which tokens do you think the user had 'various other tokens' from, given it is not explicitly stated in the record?"
189,What warning did the tweeting user express about not being cautious enough due to the apparent legitimacy of these web3 job listing sites?
190,"Who was the attacker behind the Cypher protocol exploit in August 7, 2023?"
190,"What actions have community members taken in response to the exploit, such as sending NFTs or messages to the attacker?"
190,Which smart contract of the Cypher protocol was frozen due to the exploit?
190,"Have there been any attempts to negotiate with the attacker for the return of some of the stolen funds? If so, who attempted this and what means did they use?"
190,What cryptocurrencies were stolen during the exploit of the Cypher protocol?
191,"How much money was siphoned from Steadefi in total, and in what cryptocurrency was it denominated?"
191,In which category (Hack or Scam) is it categorized in the record?
191,Why was Steadefi exploited and what were the funds used for?
191,What vulnerability or private key leak allowed the attacker to change the contract owner of Steadefi?
191,When did this exploit occur according to the provided record?
192,"What was the incentive offered by the platform to the exploiter to return the majority of funds siphoned, referred to as a 'bug bounty' in the record?"
192,"What steps was the project planning to take after the exploit, as mentioned in the record?"
192,What platform was exploited and how much Ether (ETH) was siphoned?
192,"Which auditing companies, SolidProof and InterFi, were responsible for the audit of the affected platform before the exploit occurred?"
192,"Is this identified issue labeled as a hack or scam, according to the provided tags?"
193,When was LeetSwap launched on Base blockchain and what is it described as?
193,On which platform (other than Base) has LeetSwap been previously launched?
193,How much of the stolen funds did LeetSwap ask the hacker to return?
193,What function in LeetSwap allowed the attacker to manipulate token prices?
193,Who exploited LeetSwap on Base blockchain and what was the profit made?
194,What steps could users take to avoid falling victim to a similar zero-transfer attack?
194,What is a zero-transfer attack or address poisoning attack?
194,Who was the victim of this attack that managed to get Tether to intervene so quickly?
194,Why did only 51 minutes elapse between the theft and the assets being frozen by Tether?
194,How does a user fall for a zero-transfer attack despite the apparent low likelihood?
195,"Did the primary exploiter return any of the stolen funds, and if so, in what proportion did they refund AlchemixFi, JPEG'd, and other affected projects?"
195,"Which smart contract programming language had an improperly implemented re-entrancy guard, leading to vulnerabilities in some projects?"
195,"What were the approximate losses suffered by Curve, AlchemixFi, JPEG'd, MetronomeDAO, Ellipsis Finance, and Debridge Finance due to this exploit?"
195,"Was there any notable whitehat action taken during these exploits, and if so, which projects benefited from such actions?"
195,What steps should a project relying on vulnerable versions of the identified smart contract language take to secure their assets?
196,"Who launched the memecoin, Pond0x?"
196,"Did Pauly0x admit to a hack or scam with regards to the memecoin, Pond0x?"
196,What message did Pauly0x add to the website in relation to the Pond0x incident?
196,What were the serious flaws discovered in the Pond0x contract?
196,Why did Pauly0x blame traders and suggest it wasn't his fault for the losses?
197,Who originally reported the CoinsPaid hack and what evidence did they provide?
197,"Who was referred to as possibly being behind the CoinsPaid hack by zachxbt, and why is this group suspected?"
197,"Are there any known connections between Alphapo and CoinsPaid, and if so, what have they been noted for?"
197,What was CoinsPaid's initial response to Jameson Lopp's tweet that it 'look[ed] more like a hack'?
197,What was the total amount hacked from CoinsPaid in dollars according to their official announcement?
198,How did the thief distribute the stolen funds across various wallets and blockchains?
198,"What actions has EraLend taken in response to the attack, and who are they collaborating with during their investigation?"
198,"In which crypto lending platform was an exploit for around $3.4 million found on July 25, 2023?"
198,Which vulnerability did the attacker leverage to manipulate token prices and drain funds from EraLend?
198,"Has BlockSec issued any warnings regarding potential vulnerabilities for projects that reuse a portion of code from another project (in this case, SyncSwap), and what specific advice have they given?"
199,Which cryptocurrency payment processor was hacked for over $60 million?
199,What specific issue caused HypeDrop to disable withdrawals on their platform?
199,Which gambling platforms are affected by the crypto provider's issue?
199,Which cryptocurrencies were stolen in the Alphapo hot wallet hack?
199,Is it confirmed that normal deposit and withdrawal processes have resumed for affected platforms?
200,How much did the attacker ultimately profit from the exploit of Conic Finance's crvUSD pool?
200,"Which asset pool of Conic Finance was targeted in the second attack, apart from ETH pools?"
200,Did Conic Finance's assurance regarding the first hack's limitation to the ETH pool hold true in light of the second attack?
200,Were any other asset pools besides ETH and crvUSD affected during the two attacks on Conic Finance?
200,What was the amount stolen from Conic Finance's crvUSD pool during the second hack?
201,Which smart contract was vulnerable in the Conic Finance DeFi project?
201,Were there any attempts by Conic Finance to contact the exploiter following the hack?
201,What actions did the Conic Finance team take immediately after discovering the exploit?
201,"What was the amount of ETH stolen in the Conic Finance hack on July 21, 2023?"
201,Is the vulnerability that led to the Conic Finance hack known to affect other DeFi projects or smart contracts?
202,"Which bank, with ties to the crypto industry, had tens of millions seized by the U.S. Secret Service due to probe into fake crypto investment schemes?"
202,What indicators did the victims see when interacting with these fake crypto sites that misled them into depositing more money despite not being able to withdraw later?
202,"According to the affidavit, how did the alleged fraudulent activity operate in deceiving victims and concealing the funds' origin?"
202,What are the potential charges that led to the seizure of funds from Deltec Bank as per court filing?
202,In what way do shell companies reportedly play a role in this crypto investment scam?
203,Which projects were affected by the hack carried out by the individual identified above?
203,What type of items did the individual purchase using some of his ill-gotten funds?
203,What method did the individual use to impersonate another person in one of his scams?
203,Who exposed the individual and provided information about where some of his funds were spent?
203,Who was the individual who made more than $1 million through Discord hacks and what is his online alias?
204,What kind of suspicious activity in this hack involved flash loans?
204,What is the monetary value lost during the previous hack of the mentioned protocol?
204,When was the first instance of this protocol being hacked?
204,Has there been any prior occurrence of similar suspicious activities involving flash loans with this protocol?
204,What protocol was hacked for the second time in this instance?
205,How much was initially taken in the latest exploit before any recovery efforts?
205,What method was used to drain funds from Rodeo Finance in this latest exploit?
205,"Which cryptocurrency project, based on the Arbitrum network, was recently exploited for approximately $884,000?"
205,When was the first exploit of Rodeo Finance observed and approximately how much was taken during that incident?
205,What tool or service did the attacker use to tumble the funds obtained from the exploit?
206,Who is the perpetrator charged in the NFT phisher case and what specific crime does he allegedly commit?
206,Approximately how much loss incurred for a victim named 'Hank666' due to this scam?
206,"Once a victim entered their credentials, how was the perpetrator able to access their crypto assets and sell their NFTs?"
206,What methods did the perpetrator use to lure victims into revealing their login credentials for OpenSea?
206,What charges has Oulahyane been accused of by the U.S. Attorney's Office?
207,Is there any suspicion or evidence that the Multichain thefts might be an inside job?
207,What is the current status of Multichain's CEO who vanished in late May and hasn't been located since the first theft?
207,Why did Multichain urge users to stop using the project and revoke contract approvals after the initial theft?
207,Is the recent $107 million drain from Multichain a continuation of the initial hack or a separate incident?
207,What assets were taken in the second $107 million drain from Multichain?
208,Are there concerns about potential misuse of the information traded on the 'on-chain intelligence exchange' for illegal activities like kidnapping or assassination?
208,What responses did the announcement of Arkham Intelligence's 'on-chain intelligence exchange' receive in the crypto community?
208,How does the 'on-chain intelligence exchange' contribute to the democratization of tools already held by the government?
208,What steps has Arkham Intelligence taken to address concerns about maintaining safety and privacy in the crypto world with their new project?
208,Can you provide examples of how 'doxx[ing] scammers' or accelerating privacy is being promoted in discussions regarding the 'on-chain intelligence exchange'?
209,What steps were taken by Arcadia Finance to prevent further attacks after the incident?
209,What strategy did the attacker use in exploiting Arcadia Finance?
209,"What was the total loss suffered by Arcadia Finance due to this exploit, including both ETH and stablecoins?"
209,"Who was the target of the July 9, 2023 hack on Arcadia Finance?"
209,What action did the Arcadia Finance team suggest the attacker take to alleviate the situation?
210,"What Twitter accounts were compromised in the NFT hack on July 7, 2023?"
210,"Did Gutter Cat Gang, the NFT project involved in this hack, take any action to compensate victims who lost assets?"
210,What method did the attackers use to deceive victims and gain access to their wallets?
210,"Which NFT project was affected by this Twitter compromise, and what was the approximate value of NFTs stolen?"
210,Are there any known efforts by law enforcement to investigate or apprehend the perpetrators of this NFT theft?
211,"Has Multichain encountered similar incidents in the past, and if so, what was the outcome of those incidents?"
211,"In January 2022, did Multichain's public announcement of a security vulnerability precede any instructions to users for safeguarding their tokens?"
211,Did Multichain provide a confirmed resume time for bridge transactions after stopping the service?
211,Why did Multichain recommend users to stop using the service and revoke contract approvals?
211,What is the suspected cause of the $130 million assets movement out of Multichain blockchain bridge?
212,"What was the nature of the incident leading to the loss of $213,000 by LoveMake.eth?"
212,Who did LoveMake.eth believe they were interacting with in the Twitter conversation leading up to their loss?
212,What was the handle of the account that LoveMake.eth connected their primary wallet to?
212,Why did LoveMake.eth express dissatisfaction towards Twitter's verification process?
212,What further criticism did LoveMake.eth express about their experience with Twitter in web3 projects?
213,Who were the exploiters and how did they take advantage of the flaw in the $BEAN governance token smart contract?
213,What steps were taken by the Azuki DAO immediately after the discovery of the exploit to prevent further thefts?
213,What was the amount stolen by each exploiter during the exploitation of the $BEAN governance token smart contract?
213,"Was there any permanent damage to the Azuki DAO's smart contract after the exploit, and if so, what were the implications?"
213,Is the legal action against the Creator of Azuki still pending?
214,"What is the name of the cryptocurrency exchange that was hacked for a record-setting $611 million in August 2021 and again, with reports of potential losses up to $42 billion?"
214,What is the current value of the tokens minted by the attackers despite their wallet balances showing numbers in the billions?
214,What did the exploiters manage to accomplish in this latest Poly Network exploit?
214,What action was taken by Poly Network after the latest attack?
214,"How much has been cashed out by the attackers from their liquid assets so far, according to crypto research firm Beosin?"
215,"In what currency were the stolen Themis-wrapped ETH swapped during the exploit, and what was the exchange rate for that swap?"
215,What was the approximate worth of Themis-wrapped ETH that the attacker drained from the protocol?
215,What was the reported total value drained by the attacker in Themis Protocol hack?
215,"What security measures did Themis Protocol allegedly put in place, as mentioned in its documentation, in the case of this hack or scam?"
215,"How was the Themis Protocol exploited, based on the provided record?"
216,What was the total amount amassed from at least seven inmates by the convicted inmate running the Bitcoin scam scheme?
216,"Who served a twelve-year sentence for running a Ponzi scheme and allegedly defrauded Jarryd Hayne of over $500,000 through a Bitcoin scam while in prison?"
216,Who is Ishan Seenar Sappidee and what was the nature of his criminal activity that led to his imprisonment?
216,"What is the current status of Jarryd Hayne's legal proceedings (rape charges, conviction, appeal, retrial, etc.) related to his incarceration?"
216,"How much did Jarryd Hayne, the former NRL star and convict, lose to this specific Bitcoin scam?"
217,What action was taken by the UK's Financial Conduct Authority regarding 'SpireBit' based on this information?
217,"What are the signs that 'SpireBit' is a scam, based on this report?"
217,"Is it possible to estimate the total number of victims or the monetary amount lost due to 'SpireBit' scam, according to this report?"
217,How might one recognize a fake LinkedIn profile being used by the operators of 'SpireBit'?
217,Can you provide information about the partners allegedly associated with 'SpireBit' that actually exist within and outside the crypto ecosystem?
218,Where were the victims directed when they viewed the fake NFTs?
218,"How did the scammers manage to airdrop fake NFTs to over 500,000 wallets?"
218,What actions might be recommended to prevent similar incidents in the future?
218,"What type of losses have been reported as a result of this scam, and what was the largest single loss?"
218,What are the names of the projects that were impersonated in the Polygon NFT phishing scheme?
219,What was the alleged blockchain-based company accused of by South Korean police?
219,Approximately how much money did this company raise from investors?
219,"Despite promises made by the company to build it, what park for pets was not leased by the company?"
219,"Who were the victims of this alleged scam, according to the Korean police?"
219,What product that was marketed as using a blockchain by the accused company was found to be fake?
220,"Which company, besides the investigating agencies, is collaborating with FPG in their analysis of the attack?"
220,"What cybersecurity certification had FPG obtained prior to the hack that occurred on June 11, 2023?"
220,"Which agencies (FBI, Department of Homeland Security, etc.) are assisting with the investigation into the FPG hack?"
220,"What is the name of the cryptocurrency broker that experienced a hack, and on what date did they announce its suspension of activities?"
220,"How much cryptocurrency was reportedly lost in this hack at FPG as of June 14, 2023?"
221,Why is the Venus platform described as 'opaque' and has it been accused of trying to hide some of its liabilities?
221,What are the potential implications for other positions or accounts on the Venus platform if the liquidation occurs?
221,How much funds have been prepared by the BNB Chain core team to repay the debt in a controlled manner without dumping BNB onto the market?
221,What actions will the BNB Chain core team take if the BNB price hits the liquidation threshold and how will it affect the market?
221,What is the current liquidation threshold for BNB in the Venus Protocol defi lending project?
222,"What steps, if any, can be taken to prevent similar exploits in the future for defunct projects like Atlantis Loans?"
222,Who was able to exploit the Atlantis Loans defi lending project and what method did they use for gaining control of the project's smart contract?
222,Why were users with active smart contract approvals affected by this exploit despite the project being described as 'fully decentralized'?
222,How was the attacker able to transfer assets notionally worth around $1.1 million from the Atlantis Loans project into their own wallet after performing the governance attack?
222,What changes were made to the Atlantis Loans project's smart contract during the exploitation incident?
223,"What measures did Sturdy Finance take immediately following the attack on June 11, 2023?"
223,In what blockchain platform were the funds transferred after being stolen from Sturdy Finance?
223,"Who was responsible for exploiting the Sturdy Finance DeFi lending protocol on June 11, 2023?"
223,What was the total amount taken by hackers (in ETH) from Sturdy Finance during the exploit?
223,What actions have been taken by Sturdy Finance to recover the stolen funds as of June 19?
224,What were the contents of the fraudulent message posted in the hijacked Discord channel?
224,"Was any resolution confirmed by BNB Chain after the hijacking incident? If so, what was it?"
224,What is the approximate value of BNB that scammers claimed they'd allocated to the supposed airdrop?
224,What action did BNB Chain take within 10 minutes to address this issue?
224,What kind of attack was perpetrated on BNB Chain's Discord vanity URL?
225,What actions were advised to users of Atomic Wallet after the reported wallet compromises?
225,"Which cryptocurrencies were primarily affected in this hack, and what were the largest known individual thefts?"
225,Who is speculated to be responsible for laundering the stolen crypto in this attack and what is their history of major crypto thefts?
225,Who was responsible for disclosing the security issues with Atomic Wallet software and why didn't the company address them?
225,What is the total amount of crypto stolen from Atomic Wallet users in this hack?
226,"What actions were taken by the unshETH team in response to the hack, such as emergency pausing withdrawals of unshETH ether?"
226,Why did the attacker return ownership of the project's smart contracts after the hack?
226,"Who was responsible for the $375,000 drain from the unshETH defi project and how did they achieve it?"
226,What was the threat made by the unshETH team towards the hacker and their associates if the stolen funds are not returned?
226,"Was the threat by the unshETH team considered a bluff by some observers, as mentioned in one comment?"
227,Who was the individual claiming to be battling cancer and what art style were they selling as NFTs?
227,"How did the 'Pixel Penguins' NFT project raise approximately $117,000 before being exposed as a fraud?"
227,"Was Andrew Wang able to verify the authenticity of the person he was promoting before tweeting about the 'charity NFT project', and how did the public respond to his apology for promoting a scam?"
227,Who is zachxbt and what role did they play in exposing the 'Pixel Penguins' NFT fraud?
227,What evidence was found that the pixel art used in the NFT project had been stolen from other sources?
228,What was the developers' response to the accusation of implementing a backdoor to manipulate user positions and steal their funds?
228,What were the other vulnerabilities that the exploiter claimed to have found in the El Dorado Exchange project?
228,"Did the attacker return all the funds, as promised, after the developers' response?"
228,"Who exploited the El Dorado Exchange (EDE) on May 29, 2023 and what was the claimed reason for the exploit?"
228,What was the amount of funds stolen during the EDE exploit?
229,How did the attacker leverage flash loans to exploit the v2 protocol?
229,Which Ethereum address benefited from the Jimbos Protocol exploit? 
229,What was the nature of the exploit on Jimbos Protocol? 
229,Why did Jimbos Protocol offer to stop investigations if the hacker returns 90% of the stolen funds?
229,What actions has Jimbos Protocol taken following the exploitation and what is their current status in terms of law enforcement involvement?
230,What was the approximate amount stolen in USD during the incident?
230,What specific incident of hack or scam is this record about?
230,When did the incident occurred according to the report?
230,In which app or platform was the incident reported?
230,Why was the incident revealed in May 2023 if it actually happened in January 2022?
231,Why did 'ben.eth' promise to reimburse his fans who lost money due to their tweets related to the crypto scam?
231,What was the nature of the scam that drained unsuspecting traders' wallets during Steve Aoki's Twitter account compromise?
231,"Who was the person able to compromise Steve Aoki's Twitter account on May 25, 2023?"
231,"What does 'zachxbt characterize' in this context, and why was their statement significant in connection with the scam incident involving Steve Aoki's account?"
231,"Who is 'ben.eth', and how did they contribute to the scam related to Steve Aoko's hacked Twitter account?"
232,What was the nature of the warning issued by the government of Singapore about Morgan DF Fintoch?
232,Why were users of Morgan DF Fintoch having issues withdrawing funds on May 23?
232,"When and how did it appear that Morgan DF Fintoch executed their exit scam, as reported by cryptocurrency sleuth zachxbt?"
232,What claims did Morgan DF Fintoch make regarding returns on investor's funds?
232,Is Morgan DF Fintoch a legitimate company associated with Morgan Stanley?
233,In what way were the funds laundered following the $CS token exploit?
233,Have similar incidents occured with the $CS token in the past?
233,What was the final amount of Ether (ETH) obtained by converting the funds from the $CS token exploit?
233,"What cryptocurrency was exploited for nearly $700,000 on May 23rd, 2023?"
233,How did the attacker execute the flash loan exploit in the mentioned $CS token hack?
234,"What actions have been taken by the attacker after gaining control? (e.g., draining locked votes, selling $TORN tokens, tumbling ETH)"
234,What is the current status of $TORN governance tokens and their value since the attack?
234,"What are the potential consequences for Tornado Cash DAO if the attacker implements additional actions (e.g., withdrawing all locked votes, draining all tokens in the governance contract, bricking the router)?"
